row_num,timestamp,date,time_utc,temp_dht,temp_ds18,temp_delta,humidity,soil_moisture,co2,light_intensity,heat_index,vpd_kpa,fan_state,pump_state,sensor_source,ds_status
1645,1782568513.795,2026-06-27,13:55:13,32.29,31.96,0.33,23.13,27.44,268.0,2803.6,30.46,3.715,OFF,OFF,simulator,ok
1646,1782568518.789,2026-06-27,13:55:18,32.62,32.88,0.26,21.74,23.94,275.0,3091.1,30.69,3.853,OFF,OFF,simulator,ok
1647,1782568523.789,2026-06-27,13:55:23,32.38,32.94,0.56,19.67,25.91,293.0,3158.9,30.32,3.902,OFF,ON,simulator,ok
1648,1782568528.792,2026-06-27,13:55:28,32.78,32.41,0.37,22.44,27.1,273.5,2861.9,30.9,3.853,ON,OFF,simulator,ok
1649,1782568533.791,2026-06-27,13:55:33,32.47,32.55,0.08,22.04,24.18,283.6,3007.8,30.56,3.806,OFF,OFF,simulator,ok
1650,1782568538.791,2026-06-27,13:55:38,32.41,32.67,0.26,25.64,27.67,276.7,2872.5,30.8,3.618,OFF,ON,simulator,ok
1651,1782568543.793,2026-06-27,13:55:43,32.97,32.18,0.79,20.84,27.36,286.6,2692.3,30.97,3.975,OFF,OFF,simulator,ok
1652,1782568548.792,2026-06-27,13:55:48,32.06,32.12,0.06,24.1,28.03,290.1,2888.5,30.31,3.621,OFF,OFF,simulator,ok
1653,1782568553.795,2026-06-27,13:55:53,32.67,32.58,0.09,22.41,27.9,251.2,2897.6,30.79,3.831,OFF,OFF,simulator,ok
1654,1782568558.794,2026-06-27,13:55:58,32.92,32.52,0.4,24.19,26.14,263.5,3083.4,31.21,3.796,OFF,OFF,simulator,ok
1655,1782568563.794,2026-06-27,13:56:03,32.89,32.62,0.27,23.71,27.29,275.3,2643.4,31.13,3.814,OFF,OFF,simulator,ok
1656,1782568568.796,2026-06-27,13:56:08,32.6,32.79,0.19,21.7,27.21,296.8,2985.6,30.66,3.851,OFF,OFF,simulator,ok
1657,1782568573.796,2026-06-27,13:56:13,33.07,33.33,0.26,23.71,28.43,281.9,2536.4,31.32,3.853,OFF,OFF,simulator,ok
1658,1782568578.798,2026-06-27,13:56:18,32.16,32.31,0.15,22.24,27.24,274.5,2855.5,30.27,3.731,OFF,OFF,simulator,ok
1659,1782568583.798,2026-06-27,13:56:23,32.29,32.56,0.27,21.67,27.42,276.2,2676.9,30.36,3.786,OFF,OFF,simulator,ok
1660,1782568588.798,2026-06-27,13:56:28,32.3,32.25,0.05,19.47,28.43,298.2,2655.7,30.23,3.894,OFF,OFF,simulator,ok
1661,1782568593.798,2026-06-27,13:56:33,32.49,32.07,0.42,20.78,28.28,272.3,2439.2,30.49,3.872,ON,OFF,simulator,ok
1662,1782568598.800,2026-06-27,13:56:38,32.19,32.35,0.16,21.41,24.56,284.5,2747.9,30.24,3.777,OFF,OFF,simulator,ok
1663,1782568603.801,2026-06-27,13:56:43,33.09,33.08,0.01,19.87,27.69,284.4,2667.4,31.02,4.051,OFF,ON,simulator,ok
1664,1782568608.802,2026-06-27,13:56:48,32.74,32.53,0.21,21.47,25.65,275.0,2575.1,30.79,3.893,ON,OFF,simulator,ok
1665,1782568613.802,2026-06-27,13:56:53,33.26,32.98,0.28,23.41,27.41,275.5,2719.4,31.5,3.909,OFF,OFF,simulator,ok
1666,1782568618.802,2026-06-27,13:56:58,33.37,33.4,0.03,21.63,27.53,285.4,2637.6,31.45,4.025,OFF,OFF,simulator,ok
1667,1782568623.802,2026-06-27,13:57:03,32.42,32.68,0.26,23.04,29.6,275.9,3099.6,30.59,3.747,OFF,OFF,simulator,ok
1668,1782568628.804,2026-06-27,13:57:08,32.95,33.78,0.83,22.37,29.81,275.5,3021.3,31.07,3.894,OFF,OFF,simulator,ok
1669,1782568633.803,2026-06-27,13:57:13,33.13,32.82,0.31,20.61,27.58,293.4,3035.4,31.11,4.023,OFF,OFF,simulator,ok
1670,1782568638.804,2026-06-27,13:57:18,32.62,32.89,0.27,20.45,27.48,282.6,2855.1,30.6,3.917,OFF,OFF,simulator,ok
1671,1782568643.809,2026-06-27,13:57:23,32.53,31.97,0.56,21.83,27.78,264.1,2690.8,30.6,3.83,OFF,OFF,simulator,ok
1672,1782568648.808,2026-06-27,13:57:28,33.14,33.58,0.44,20.59,21.18,276.3,2614.4,31.12,4.026,OFF,OFF,simulator,ok
1673,1782568653.813,2026-06-27,13:57:33,32.88,33.15,0.27,23.01,31.0,295.3,2813.1,31.06,3.847,OFF,ON,simulator,ok
1674,1782568658.811,2026-06-27,13:57:38,32.41,32.11,0.3,22.73,31.58,279.2,3069.3,30.55,3.76,OFF,OFF,simulator,ok
1675,1782568663.812,2026-06-27,13:57:43,32.45,33.0,0.55,22.29,26.37,275.8,3047.6,30.56,3.79,OFF,OFF,simulator,ok
1676,1782568668.812,2026-06-27,13:57:48,31.36,32.62,1.26,24.12,28.32,284.6,2194.1,29.62,3.479,OFF,OFF,simulator,ok
1677,1782568673.815,2026-06-27,13:57:53,33.25,34.0,0.75,23.09,23.2,279.0,2936.6,31.46,3.923,OFF,OFF,simulator,ok
1678,1782568678.814,2026-06-27,13:57:58,32.45,31.77,0.68,22.99,23.84,288.2,3000.5,30.61,3.756,OFF,ON,simulator,ok
1679,1782568683.815,2026-06-27,13:58:03,32.45,32.41,0.04,22.7,26.88,266.6,2685.4,30.59,3.77,OFF,ON,simulator,ok
1680,1782568688.816,2026-06-27,13:58:08,32.34,31.74,0.6,22.04,26.35,295.4,2920.4,30.43,3.779,OFF,OFF,simulator,ok
1681,1782568693.819,2026-06-27,13:58:13,31.89,31.86,0.03,18.28,29.88,291.8,2649.4,29.8,3.862,OFF,OFF,simulator,ok
1682,1782568698.818,2026-06-27,13:58:18,32.85,33.52,0.67,22.16,26.92,274.1,2600.5,30.95,3.883,ON,OFF,simulator,ok
1683,1782568703.820,2026-06-27,13:58:23,32.41,33.22,0.81,22.0,25.79,298.5,3218.9,30.5,3.796,OFF,OFF,simulator,ok
1684,1782568708.820,2026-06-27,13:58:28,32.98,34.28,1.3,22.9,25.48,287.5,2636.4,31.15,3.874,OFF,OFF,simulator,ok
1685,1782568713.821,2026-06-27,13:58:33,32.55,32.88,0.33,21.75,28.67,281.4,2802.4,30.62,3.838,OFF,OFF,simulator,ok
1686,1782568718.821,2026-06-27,13:58:38,32.5,31.64,0.86,23.59,27.99,295.5,2978.0,30.71,3.737,OFF,OFF,simulator,ok
1687,1782568723.822,2026-06-27,13:58:43,32.62,32.8,0.18,19.82,28.21,268.6,2726.8,30.56,3.948,OFF,OFF,simulator,ok
1688,1782568728.823,2026-06-27,13:58:48,32.63,32.2,0.43,22.94,27.42,277.8,2907.3,30.79,3.797,ON,OFF,simulator,ok
1689,1782568733.823,2026-06-27,13:58:53,32.68,32.42,0.26,17.8,29.71,288.9,3019.7,30.5,4.061,OFF,OFF,simulator,ok
1690,1782568738.824,2026-06-27,13:58:58,31.99,31.92,0.07,23.26,25.58,296.0,2930.9,30.17,3.647,ON,OFF,simulator,ok
1691,1782568743.824,2026-06-27,13:59:03,33.05,33.25,0.2,23.02,26.27,286.3,2888.6,31.24,3.883,OFF,OFF,simulator,ok
1692,1782568748.825,2026-06-27,13:59:08,32.79,32.67,0.12,23.44,29.45,277.6,2852.7,31.0,3.806,OFF,OFF,simulator,ok
1693,1782568753.825,2026-06-27,13:59:13,32.05,32.57,0.52,21.23,27.47,292.5,2657.1,30.1,3.756,OFF,OFF,simulator,ok
1694,1782568758.826,2026-06-27,13:59:18,32.1,32.32,0.22,20.96,27.54,289.1,2854.7,30.13,3.779,OFF,OFF,simulator,ok
1695,1782568763.828,2026-06-27,13:59:23,32.83,32.86,0.03,22.92,27.45,262.2,2717.8,31.0,3.84,OFF,OFF,simulator,ok
1696,1782568768.830,2026-06-27,13:59:28,32.49,32.26,0.23,20.93,29.75,265.3,2832.2,30.5,3.865,OFF,OFF,simulator,ok
1697,1782568773.828,2026-06-27,13:59:33,32.16,32.11,0.05,20.31,28.51,297.1,2605.6,30.15,3.823,OFF,OFF,simulator,ok
1698,1782568778.829,2026-06-27,13:59:38,32.93,32.51,0.42,20.21,29.54,268.7,2487.9,30.88,3.998,OFF,OFF,simulator,ok
1699,1782568783.830,2026-06-27,13:59:43,32.73,33.16,0.43,21.13,28.23,283.7,2541.5,30.75,3.908,OFF,OFF,simulator,ok
1700,1782568788.833,2026-06-27,13:59:48,32.72,31.95,0.77,22.2,28.61,281.2,2706.9,30.82,3.852,OFF,OFF,simulator,ok
1701,1782568793.833,2026-06-27,13:59:53,32.38,32.46,0.08,20.05,27.99,290.2,2830.4,30.34,3.884,OFF,OFF,simulator,ok
1702,1782568798.833,2026-06-27,13:59:58,32.51,32.06,0.45,21.46,27.45,284.5,2559.2,30.56,3.843,ON,OFF,simulator,ok
1703,1782568803.835,2026-06-27,14:00:03,32.8,32.25,0.55,22.37,23.19,289.6,3001.6,30.92,3.861,OFF,OFF,simulator,ok
1704,1782568808.836,2026-06-27,14:00:08,32.83,33.15,0.32,22.05,29.95,266.3,2975.5,30.92,3.884,OFF,ON,simulator,ok
1705,1782568813.835,2026-06-27,14:00:13,32.43,32.75,0.32,22.48,26.45,262.7,2990.4,30.55,3.776,OFF,OFF,simulator,ok
1706,1782568818.837,2026-06-27,14:00:18,32.11,32.27,0.16,20.35,22.23,286.7,2480.8,30.1,3.811,OFF,OFF,simulator,ok
1707,1782568823.836,2026-06-27,14:00:23,32.36,33.02,0.66,24.23,28.27,267.9,2474.9,30.62,3.677,OFF,ON,simulator,ok
1708,1782568828.838,2026-06-27,14:00:28,32.37,32.69,0.32,23.72,28.08,283.4,2640.4,30.59,3.703,OFF,OFF,simulator,ok
1709,1782568833.838,2026-06-27,14:00:33,32.61,32.93,0.32,17.92,27.42,274.6,2887.2,30.44,4.039,OFF,OFF,simulator,ok
1710,1782568838.838,2026-06-27,14:00:38,32.23,32.58,0.35,20.07,28.73,280.2,2760.3,30.2,3.85,ON,OFF,simulator,ok
1711,1782568843.840,2026-06-27,14:00:43,32.84,32.74,0.1,23.47,31.47,276.1,2470.6,31.06,3.815,OFF,OFF,simulator,ok
1712,1782568848.841,2026-06-27,14:00:48,32.73,33.23,0.5,25.47,26.93,267.5,2970.2,31.13,3.693,OFF,OFF,simulator,ok
1713,1782568853.886,2026-06-27,14:00:53,32.69,33.04,0.35,21.6,29.3,265.0,2990.8,30.75,3.876,OFF,OFF,simulator,ok
1714,1782568858.863,2026-06-27,14:00:58,32.85,33.02,0.17,20.39,29.11,300.1,3031.3,30.82,3.971,OFF,OFF,simulator,ok
1715,1782568863.864,2026-06-27,14:01:03,32.8,32.51,0.29,19.81,30.05,285.8,2644.6,30.73,3.989,OFF,OFF,simulator,ok
1716,1782568868.865,2026-06-27,14:01:08,32.72,32.65,0.07,26.06,27.01,264.6,3059.1,31.18,3.661,ON,OFF,simulator,ok
1717,1782568873.869,2026-06-27,14:01:13,32.7,33.78,1.08,21.63,28.16,289.5,2807.5,30.76,3.876,OFF,OFF,simulator,ok
1718,1782568878.866,2026-06-27,14:01:18,32.88,32.58,0.3,20.76,27.59,280.5,3283.0,30.87,3.959,OFF,OFF,simulator,ok
1719,1782568883.867,2026-06-27,14:01:23,32.24,32.46,0.22,22.45,27.34,277.5,2892.8,30.36,3.738,OFF,OFF,simulator,ok
1720,1782568888.870,2026-06-27,14:01:28,32.59,32.82,0.23,22.44,26.25,279.6,2659.1,30.71,3.813,OFF,OFF,simulator,ok
1721,1782568893.873,2026-06-27,14:01:33,32.81,32.18,0.63,20.02,31.1,279.5,2727.3,30.75,3.98,OFF,OFF,simulator,ok
1722,1782568898.873,2026-06-27,14:01:38,31.98,32.27,0.29,22.54,29.68,260.6,2525.1,30.11,3.679,ON,OFF,simulator,ok
1723,1782568903.874,2026-06-27,14:01:43,32.11,32.43,0.32,23.22,30.8,279.4,2915.5,30.29,3.673,OFF,OFF,simulator,ok
1724,1782568908.873,2026-06-27,14:01:48,32.58,32.74,0.16,22.19,25.36,287.8,2564.1,30.68,3.823,OFF,OFF,simulator,ok
1725,1782568913.875,2026-06-27,14:01:53,32.37,32.83,0.46,24.1,26.55,272.8,2675.3,30.62,3.685,OFF,OFF,simulator,ok
1726,1782568918.878,2026-06-27,14:01:58,32.14,32.03,0.11,21.77,28.14,294.2,2617.9,30.22,3.749,OFF,OFF,simulator,ok
1727,1782568923.875,2026-06-27,14:02:03,32.67,32.46,0.21,23.83,28.55,280.6,2635.3,30.91,3.761,OFF,OFF,simulator,ok
1728,1782568928.876,2026-06-27,14:02:08,33.16,33.16,0.0,20.9,25.05,279.7,3023.6,31.17,4.015,OFF,OFF,simulator,ok
1729,1782568933.876,2026-06-27,14:02:13,32.65,33.5,0.85,23.59,29.79,290.6,2452.8,30.87,3.769,OFF,ON,simulator,ok
1730,1782568938.880,2026-06-27,14:02:18,32.72,32.83,0.11,19.23,27.9,261.0,2573.7,30.62,3.999,OFF,OFF,simulator,ok
1731,1782568943.879,2026-06-27,14:02:23,32.15,31.9,0.25,22.42,26.23,278.5,2784.9,30.27,3.72,ON,OFF,simulator,ok
1732,1782568948.879,2026-06-27,14:02:28,32.6,32.3,0.3,23.54,27.81,288.4,2621.5,30.81,3.761,OFF,OFF,simulator,ok
1733,1782568953.884,2026-06-27,14:02:33,32.62,32.23,0.39,24.48,27.04,276.3,2855.7,30.92,3.719,OFF,OFF,simulator,ok
1734,1782568958.883,2026-06-27,14:02:38,32.2,32.45,0.25,22.64,26.83,290.8,2889.6,30.33,3.72,OFF,OFF,simulator,ok
1735,1782568963.894,2026-06-27,14:02:43,32.34,32.27,0.07,21.02,26.03,288.5,2709.1,30.36,3.828,OFF,OFF,simulator,ok
1736,1782568968.894,2026-06-27,14:02:48,32.76,32.44,0.32,21.25,30.44,267.8,2850.1,30.79,3.908,OFF,OFF,simulator,ok
1737,1782568973.897,2026-06-27,14:02:53,32.1,31.63,0.47,19.4,26.47,289.2,2530.4,30.04,3.854,OFF,OFF,simulator,ok
1738,1782568978.896,2026-06-27,14:02:58,32.62,32.8,0.18,22.19,27.91,279.6,2381.0,30.72,3.831,ON,OFF,simulator,ok
1739,1782568983.896,2026-06-27,14:03:03,32.66,32.86,0.2,22.01,28.74,262.1,3114.7,30.75,3.849,OFF,OFF,simulator,ok
1740,1782568988.897,2026-06-27,14:03:08,32.27,32.04,0.23,22.82,27.6,267.6,2859.1,30.42,3.726,OFF,OFF,simulator,ok
1741,1782568993.898,2026-06-27,14:03:13,32.88,32.74,0.14,20.81,25.71,265.5,2552.6,30.88,3.957,OFF,OFF,simulator,ok
1742,1782568998.901,2026-06-27,14:03:18,32.69,32.63,0.06,21.74,20.74,263.2,2602.8,30.76,3.869,OFF,OFF,simulator,ok
1743,1782569003.900,2026-06-27,14:03:23,32.33,32.38,0.05,22.62,27.8,274.6,2924.6,30.46,3.748,OFF,ON,simulator,ok
1744,1782569008.903,2026-06-27,14:03:28,32.38,32.12,0.26,20.29,26.62,269.6,2630.7,30.35,3.872,OFF,OFF,simulator,ok
1745,1782569013.901,2026-06-27,14:03:33,32.5,32.49,0.01,21.81,29.18,277.8,2678.3,30.57,3.824,OFF,OFF,simulator,ok
1746,1782569018.902,2026-06-27,14:03:38,32.44,31.94,0.5,24.65,28.62,254.8,2675.2,30.74,3.673,OFF,OFF,simulator,ok
1747,1782569023.902,2026-06-27,14:03:43,32.2,32.8,0.6,21.48,28.1,299.2,3010.4,30.26,3.776,OFF,OFF,simulator,ok
1748,1782569028.903,2026-06-27,14:03:48,32.88,33.17,0.29,23.38,30.83,272.4,2381.8,31.09,3.828,OFF,OFF,simulator,ok
1749,1782569033.905,2026-06-27,14:03:53,32.39,32.15,0.24,23.35,27.54,292.4,2865.9,30.58,3.726,OFF,OFF,simulator,ok
1750,1782569038.905,2026-06-27,14:03:58,32.31,31.48,0.83,23.19,26.2,260.0,2872.5,30.49,3.717,OFF,OFF,simulator,ok
1751,1782569043.905,2026-06-27,14:04:03,33.04,33.61,0.57,21.8,27.63,264.7,2666.1,31.12,3.942,OFF,OFF,simulator,ok
1752,1782569048.905,2026-06-27,14:04:08,31.71,31.47,0.24,20.78,29.93,266.3,2586.1,29.75,3.705,OFF,OFF,simulator,ok
1753,1782569053.906,2026-06-27,14:04:13,32.63,32.15,0.48,19.9,24.96,267.6,2510.1,30.57,3.946,OFF,OFF,simulator,ok
1754,1782569058.908,2026-06-27,14:04:18,32.65,32.74,0.09,20.09,25.88,270.7,2743.8,30.6,3.941,ON,ON,simulator,ok
1755,1782569063.909,2026-06-27,14:04:23,32.55,32.84,0.29,22.02,25.92,263.8,2864.6,30.64,3.825,OFF,OFF,simulator,ok
1756,1782569068.908,2026-06-27,14:04:28,32.5,31.98,0.52,20.59,27.82,298.8,2754.9,30.49,3.884,OFF,OFF,simulator,ok
1757,1782569073.909,2026-06-27,14:04:33,32.58,32.05,0.53,21.48,26.04,301.0,2518.9,30.63,3.858,OFF,OFF,simulator,ok
1758,1782569078.909,2026-06-27,14:04:38,32.71,32.01,0.7,18.84,26.05,278.6,2615.0,30.58,4.017,OFF,OFF,simulator,ok
1759,1782569083.910,2026-06-27,14:04:43,32.34,32.59,0.25,21.62,23.31,278.8,2715.7,30.4,3.799,ON,OFF,simulator,ok
1760,1782569088.914,2026-06-27,14:04:48,33.29,33.27,0.02,22.07,27.97,310.1,2804.3,31.4,3.984,OFF,ON,simulator,ok
1761,1782569093.911,2026-06-27,14:04:53,32.92,33.06,0.14,19.7,25.12,279.3,2546.3,30.84,4.021,OFF,OFF,simulator,ok
1762,1782569098.912,2026-06-27,14:04:58,32.08,32.2,0.12,21.47,28.71,287.6,2421.2,30.14,3.751,ON,OFF,simulator,ok
1763,1782569103.913,2026-06-27,14:05:03,32.76,33.11,0.35,21.46,27.46,264.9,2869.9,30.81,3.898,OFF,OFF,simulator,ok
1764,1782569108.914,2026-06-27,14:05:08,32.67,32.7,0.03,19.93,27.45,281.4,2532.2,30.61,3.954,OFF,OFF,simulator,ok
1765,1782569113.914,2026-06-27,14:05:13,32.4,32.23,0.17,20.06,24.97,277.5,2691.3,30.36,3.888,ON,OFF,simulator,ok
1766,1782569118.915,2026-06-27,14:05:18,32.52,32.27,0.25,21.9,27.98,261.6,2210.4,30.6,3.824,OFF,ON,simulator,ok
1767,1782569123.915,2026-06-27,14:05:23,32.25,31.71,0.54,24.02,26.41,268.1,2755.9,30.49,3.664,OFF,OFF,simulator,ok
1768,1782569128.919,2026-06-27,14:05:28,32.51,31.85,0.66,24.77,27.32,271.7,2697.9,30.83,3.681,OFF,OFF,simulator,ok
1769,1782569133.920,2026-06-27,14:05:33,32.23,31.98,0.25,21.6,30.27,282.8,3186.6,30.29,3.776,OFF,OFF,simulator,ok
1770,1782569138.922,2026-06-27,14:05:38,32.8,32.38,0.42,20.18,23.73,263.1,2720.2,30.75,3.97,OFF,OFF,simulator,ok
1771,1782569143.942,2026-06-27,14:05:43,32.08,32.01,0.07,23.07,27.02,279.6,2730.2,30.25,3.674,OFF,ON,simulator,ok
1772,1782569148.923,2026-06-27,14:05:48,32.65,32.65,0.0,22.94,24.14,281.6,2564.5,30.81,3.801,OFF,OFF,simulator,ok
1773,1782569153.925,2026-06-27,14:05:53,32.54,31.93,0.61,22.56,25.08,256.3,2898.7,30.67,3.796,OFF,ON,simulator,ok
1774,1782569158.927,2026-06-27,14:05:58,32.57,33.15,0.58,20.08,28.14,270.3,2665.2,30.52,3.924,OFF,OFF,simulator,ok
1775,1782569163.928,2026-06-27,14:06:03,32.09,32.75,0.66,17.66,25.86,287.0,2161.4,29.95,3.935,OFF,OFF,simulator,ok
1776,1782569168.930,2026-06-27,14:06:08,31.74,32.01,0.27,23.2,27.43,264.2,2605.3,29.92,3.598,ON,OFF,simulator,ok
1777,1782569173.931,2026-06-27,14:06:13,32.49,32.02,0.47,20.1,26.71,281.5,2566.4,30.45,3.906,OFF,OFF,simulator,ok
1778,1782569178.929,2026-06-27,14:06:18,31.68,31.23,0.45,21.67,23.89,268.9,2423.6,29.77,3.658,OFF,OFF,simulator,ok
1779,1782569183.931,2026-06-27,14:06:23,32.39,32.61,0.22,20.91,25.69,271.6,2404.8,30.4,3.844,OFF,ON,simulator,ok
1780,1782569188.930,2026-06-27,14:06:28,31.84,32.1,0.26,21.43,27.62,259.7,2675.9,29.91,3.702,OFF,OFF,simulator,ok
1781,1782569193.931,2026-06-27,14:06:33,31.87,31.5,0.37,20.45,29.31,273.4,2540.8,29.88,3.755,OFF,OFF,simulator,ok
1782,1782569198.931,2026-06-27,14:06:38,32.63,32.38,0.25,23.06,25.82,304.1,2617.8,30.8,3.791,OFF,OFF,simulator,ok
1783,1782569203.932,2026-06-27,14:06:43,32.55,32.56,0.01,23.02,24.71,260.7,2334.6,30.72,3.776,OFF,OFF,simulator,ok
1784,1782569208.934,2026-06-27,14:06:48,31.96,31.7,0.26,21.86,29.47,289.6,2773.1,30.05,3.707,OFF,ON,simulator,ok
1785,1782569213.936,2026-06-27,14:06:53,32.13,32.56,0.43,20.47,29.65,269.0,2301.2,30.13,3.809,OFF,OFF,simulator,ok
1786,1782569218.936,2026-06-27,14:06:58,32.1,32.06,0.04,21.39,27.17,283.3,2543.7,30.15,3.759,OFF,OFF,simulator,ok
1787,1782569223.937,2026-06-27,14:07:03,31.92,31.97,0.05,20.62,28.36,270.6,2880.5,29.94,3.757,OFF,OFF,simulator,ok
1788,1782569228.945,2026-06-27,14:07:08,32.6,33.6,1.0,22.67,23.76,274.9,2759.8,30.74,3.803,OFF,OFF,simulator,ok
1789,1782569233.944,2026-06-27,14:07:13,32.21,31.54,0.67,21.22,26.3,264.9,2494.4,30.25,3.79,OFF,ON,simulator,ok
1790,1782569238.945,2026-06-27,14:07:18,32.6,32.96,0.36,21.2,25.14,277.9,2603.3,30.63,3.876,OFF,OFF,simulator,ok
1791,1782569243.947,2026-06-27,14:07:23,32.44,32.59,0.15,20.14,25.35,283.0,2799.9,30.4,3.893,OFF,OFF,simulator,ok
1792,1782569248.947,2026-06-27,14:07:28,32.76,32.64,0.12,21.58,26.71,286.5,2154.5,30.82,3.892,OFF,OFF,simulator,ok
1793,1782569253.948,2026-06-27,14:07:33,32.26,31.94,0.32,20.6,25.84,268.4,2767.0,30.26,3.831,OFF,OFF,simulator,ok
1794,1782569258.948,2026-06-27,14:07:38,32.38,32.4,0.02,23.52,26.71,265.8,2773.4,30.58,3.715,OFF,OFF,simulator,ok
1795,1782569263.948,2026-06-27,14:07:43,32.33,32.42,0.09,21.02,30.35,276.5,2760.5,30.35,3.826,OFF,OFF,simulator,ok
1796,1782569268.951,2026-06-27,14:07:48,33.08,33.54,0.46,21.3,26.5,269.7,2440.3,31.12,3.977,OFF,OFF,simulator,ok
1797,1782569273.953,2026-06-27,14:07:53,31.94,31.62,0.32,19.23,30.2,274.2,2496.4,29.88,3.827,OFF,OFF,simulator,ok
1798,1782569278.951,2026-06-27,14:07:58,32.6,33.33,0.73,22.82,26.38,269.1,2623.4,30.75,3.796,ON,OFF,simulator,ok
1799,1782569283.951,2026-06-27,14:08:03,32.43,32.84,0.41,20.85,27.01,258.9,2540.3,30.44,3.856,OFF,OFF,simulator,ok
1800,1782569288.954,2026-06-27,14:08:08,32.52,33.04,0.52,22.26,25.06,264.9,2645.5,30.63,3.806,OFF,OFF,simulator,ok
1801,1782569293.954,2026-06-27,14:08:13,32.26,32.03,0.23,18.67,28.97,279.3,2479.2,30.15,3.924,OFF,OFF,simulator,ok
1802,1782569298.956,2026-06-27,14:08:18,32.85,31.86,0.99,18.18,30.64,301.9,2573.6,30.68,4.081,ON,OFF,simulator,ok
1803,1782569303.959,2026-06-27,14:08:23,32.07,32.49,0.42,20.75,29.39,255.6,2653.6,30.09,3.783,ON,OFF,simulator,ok
1804,1782569308.961,2026-06-27,14:08:28,32.16,31.44,0.72,21.47,25.52,255.6,2610.2,30.22,3.768,OFF,OFF,simulator,ok
1805,1782569313.960,2026-06-27,14:08:33,31.44,31.16,0.28,20.25,26.57,282.8,2666.8,29.48,3.674,OFF,OFF,simulator,ok
1806,1782569318.959,2026-06-27,14:08:38,32.18,32.38,0.2,22.29,25.16,276.1,2754.8,30.29,3.733,OFF,OFF,simulator,ok
1807,1782569323.959,2026-06-27,14:08:43,32.41,31.75,0.66,19.48,27.79,269.0,2315.5,30.34,3.918,OFF,OFF,simulator,ok
1808,1782569328.959,2026-06-27,14:08:48,32.19,31.81,0.38,21.29,24.14,272.2,2658.9,30.23,3.783,ON,OFF,simulator,ok
1809,1782569333.960,2026-06-27,14:08:53,32.32,33.39,1.07,20.17,23.24,287.9,2731.0,30.29,3.865,OFF,ON,simulator,ok
1810,1782569338.960,2026-06-27,14:08:58,32.34,33.11,0.77,23.17,27.08,282.1,2474.6,30.51,3.724,OFF,ON,simulator,ok
1811,1782569343.963,2026-06-27,14:09:03,32.87,32.8,0.07,23.74,27.51,267.4,2515.2,31.11,3.808,OFF,OFF,simulator,ok
1812,1782569348.964,2026-06-27,14:09:08,32.26,32.28,0.02,21.85,27.84,261.4,2489.5,30.34,3.771,OFF,OFF,simulator,ok
1813,1782569353.966,2026-06-27,14:09:13,32.3,32.2,0.1,23.38,25.09,273.7,2907.0,30.49,3.705,OFF,OFF,simulator,ok
1814,1782569358.966,2026-06-27,14:09:18,31.78,32.09,0.31,22.34,25.38,270.5,2423.9,29.91,3.647,OFF,OFF,simulator,ok
1815,1782569363.969,2026-06-27,14:09:23,31.96,31.86,0.1,21.33,28.05,269.1,2469.4,30.02,3.732,OFF,OFF,simulator,ok
1816,1782569368.968,2026-06-27,14:09:28,32.42,31.71,0.71,20.3,29.17,265.5,2509.2,30.39,3.88,OFF,OFF,simulator,ok
1817,1782569373.970,2026-06-27,14:09:33,32.53,33.22,0.69,20.05,23.34,264.0,2545.9,30.48,3.917,OFF,OFF,simulator,ok
1818,1782569378.970,2026-06-27,14:09:38,32.82,32.38,0.44,21.5,22.88,275.3,2769.0,30.87,3.909,ON,ON,simulator,ok
1819,1782569383.972,2026-06-27,14:09:43,32.04,31.82,0.22,22.48,27.21,267.7,2425.0,30.17,3.694,OFF,ON,simulator,ok
1820,1782569388.971,2026-06-27,14:09:48,32.13,31.81,0.32,23.11,28.95,272.8,2477.6,30.3,3.683,OFF,OFF,simulator,ok
1821,1782569393.971,2026-06-27,14:09:53,32.13,32.58,0.45,23.87,28.5,274.0,2282.2,30.36,3.646,OFF,OFF,simulator,ok
1822,1782569398.972,2026-06-27,14:09:58,32.52,32.25,0.27,22.48,23.97,271.2,2359.1,30.64,3.796,OFF,OFF,simulator,ok
1823,1782569403.973,2026-06-27,14:10:03,32.34,31.83,0.51,23.37,23.36,274.8,2480.5,30.53,3.714,OFF,ON,simulator,ok
1824,1782569408.974,2026-06-27,14:10:08,32.55,32.74,0.19,22.95,26.87,278.4,2641.1,30.71,3.779,OFF,ON,simulator,ok
1825,1782569413.974,2026-06-27,14:10:13,31.84,31.46,0.38,21.38,26.39,262.7,2495.9,29.9,3.705,OFF,OFF,simulator,ok
1826,1782569418.977,2026-06-27,14:10:18,32.0,32.13,0.13,22.89,29.48,283.0,2560.3,30.16,3.666,OFF,OFF,simulator,ok
1827,1782569423.978,2026-06-27,14:10:23,31.71,31.4,0.31,19.92,27.36,270.1,2268.1,29.71,3.746,OFF,OFF,simulator,ok
1828,1782569428.976,2026-06-27,14:10:28,32.31,31.84,0.47,19.72,27.41,262.4,2502.1,30.25,3.885,ON,OFF,simulator,ok
1829,1782569433.977,2026-06-27,14:10:33,32.28,32.54,0.26,21.26,24.51,281.2,2253.6,30.32,3.804,ON,OFF,simulator,ok
1830,1782569438.978,2026-06-27,14:10:38,32.13,31.67,0.46,21.76,29.56,268.2,2271.8,30.21,3.748,OFF,ON,simulator,ok
